Source,Target
15922,110425
15922,135409
15922,259788
15922,301682
15922,325745
15922,326481
15922,368498
15922,391539
15922,433792
15922,524779
15952,198304
15952,389473
15952,429082
16019,21232
16019,66620
16019,121794
16050,75286
16050,87858
16050,250351
16050,316471
16050,320519
16050,332453
16050,408108
16050,408434
16051,20998
16051,91627
16051,109271
16051,186585
16051,223416
16051,237771
16051,277700
16051,302104
16051,342521
16051,343351
16051,384625
16051,417199
16051,471109
16051,495975
16109,16111
16109,97128
16109,97129
16111,97128
16111,97129
16111,216065
16164,156021
16164,203547
16164,204591
16240,38783
16240,59151
16240,124405
16240,147916
16240,182078
16240,244192
16240,253895
16240,410803
16253,27877
16253,144958
16253,264303
16253,344721
16253,380681
16253,404609
16383,150998
16383,163588
16383,201221
16383,403163
16457,126438
16457,196682
16457,216152
16457,542319
16457,542780
16595,207304
16644,21173
16644,243839
16644,259858
16644,315660
16648,118433
16648,134925
16648,186915
16648,397560
16648,440144
16648,490890
16710,116757
16710,184866
16714,257703
16714,282034
16714,366000
16714,433499
16714,457659
16750,36684
16750,37384
16750,60074
16750,153130
16750,160818
16750,504753
16793,97023
16793,445520
16793,468775
16793,529047
16832,95730
16832,105481
16832,123183
16832,132763
16832,185312
16832,434697
16832,458383
16905,227137
16912,35115
16912,91945
16912,105595
16912,229019
16912,332908
16942,178407
16942,213266
16942,354313
17023,35073
17023,110416
17023,125825
17023,186111
17023,351405
17023,453375
17077,58962
17077,105780
17077,219802
17077,231618
17077,256436
17077,335883
17077,422134
17091,58088
17091,104408
17091,262513
17091,490958
17091,506776
17137,26087
17137,62648
17137,62649
17137,87403
17208,45338
17208,308657
17208,341742
17215,353654
17239,101389
17239,238430
17239,276154
17239,387833
17239,417412
17239,424750
17284,61148
17284,68431
17284,110523
17284,220084
17284,278920
17284,324084
17284,325596
17348,47156
17348,63867
17348,76246
17348,303329
17348,312849
17348,351508
17400,232665
17400,276496
17400,286485
17400,315789
17400,356114
17440,23287
17440,193609
17440,210707
17440,360223
17442,177782
17442,193609
17479,19463
17479,40144
17479,64777
17479,73725
17479,217657
17611,30510
17611,147416
17611,293177
17611,396422
17611,508858
17637,201470
17637,208857
17637,314560
17637,314562
17637,320064
17637,371764
17637,480955
17648,17651
17648,27941
17648,223909
17648,223912
17651,27941
17651,223909
17651,223912
17667,32290
17667,135104
17667,159959
17667,286421
17707,202686
17707,274441
17709,110845
17709,138082
17709,282030
17709,449271
17709,522052
17715,147416
17715,222499
17715,293177
17715,382755
17715,508858
17716,110031
17716,111430
17716,173327
17716,367642
17928,28416
17928,150515
17928,317062
17928,521792
17934,71210
17934,170410
17934,173625
17994,67232
17994,133986
17994,162036
17994,279061
17994,288871
17994,381698
17999,60502
17999,82648
17999,186839
17999,340164
17999,421705
18041,38671
18041,181492
18041,185822
18041,371029
18041,394886
18041,478676
18059,104911
18059,293009
18059,376852
18059,424508
18059,538944
18066,182894
18066,326548
18103,51103
18103,240693
18103,418808
18129,32753
18129,221697
18129,235570
18134,38783
18134,222180
18134,410803
18190,311002
18212,70198
18212,77284
18212,114300
18212,272501
18212,356320
18212,356330
18212,475951
18212,535087
18212,542979
18326,128420
18326,421843
18326,421856
18326,484442
18396,40150
18396,84360
18396,98598
18396,123137
18396,147613
18426,68039
18426,185741
18426,385730
18426,430938
18452,21945
18452,142514
18452,427216
18471,80272
18471,110323
18471,132318
18471,359178
18471,422962
18479,52787
18479,102292
18479,126974
18479,298838
18479,387411
18493,161796
18493,246373
18493,248522
18493,260643
18493,422369
18504,291894
18504,343680
18504,367850
18538,293872
18538,348197
18538,363578
18588,302362
18588,325088
18588,367797
18588,411305
18588,415466
18596,66791
18596,139914
18596,144982
18596,350251
18596,483624
18622,24168
18622,177644
18650,238665
18650,359086
18650,401165
18650,401170
18668,121944
18668,271884
18668,344930
18673,218537
18673,296685
18673,362960
18673,366943
18673,387071
18673,474169
18696,31264
18696,119100
18696,181783
18696,457646
18722,32975
18722,175966
18722,257175
18722,267496
18722,336242
18722,346393
18722,477297
18761,55464
18761,70820
18761,72560
18761,142708
18761,198400
18761,218956
18761,232962
18761,243937
18761,326811
18761,370166
18761,409245
18761,410027
18761,459666
18761,483799
18761,512409
18853,44277
18853,95461
18853,128645
18853,178961
18853,213301
18853,509798
18871,29281
18871,156783
18871,164033
18871,340064
18936,350365
18936,486116
18946,21193
18946,241574
18946,345863
18946,450706
18946,451372
19002,106810
19006,20353
19006,130580
19006,267803
19006,357847
19006,465393
19043,192709
19043,203701
19043,205568
19043,237027
19043,255918
19043,280211
19088,122553
19088,196367
19088,226384
19088,312017
19088,341855
19088,435829
19097,121995
19097,142454
19097,289258
19097,296533
19097,332312
19148,76467
19148,94931
19148,239461
19148,513654
19148,535408
19197,105204
19197,424561
19197,524008
19252,74494
19252,81909
19252,84370
19252,116912
19252,119385
19252,135006
19252,144017
19252,144083
19252,162598
19252,166494
19252,169466
19252,170410
19252,201679
19252,203632
19252,294162
19252,301622
19252,305636
19252,306218
19252,388799
19252,416089
19252,506695
19252,527583
19252,534307
19300,124481
19300,147122
19300,170064
19300,241333
19300,249375
19300,255452
19300,358512
19300,358873
19300,478696
19319,98725
19319,105719
19319,161231
19319,186328
19319,348448
19319,451875
19323,86563
19323,292001
19323,490172
19323,517847
19341,120380
19345,96239
19345,171409
19345,351364
19345,353444
19370,50246
19370,192052
19370,305365
19370,465934
19411,373235
19411,420900
19411,444746
19463,64777
19463,73725
19463,217657
19471,386376
19471,430041
19471,453999
19506,224018
19506,490961
19509,30962
19509,141635
19509,150207
19509,176159
19509,190765
19509,211967
19509,236947
19509,265066
19509,268123
19509,295177
19509,295752
19509,310236
19509,313006
19509,373756
19509,500473
19614,267299
19622,30849
19622,63848
19622,173731
19622,224056
19625,31980
19625,138211
19625,311929
19625,500747
19625,524027
19679,35455
19679,206800
19679,442046
19752,22782
19752,36397
19752,38984
19752,88413
19752,103633
19752,113052
19752,237888
19756,89856
19756,94878
19756,139102
19756,244824
19756,435000
19756,441305
19767,20763
19767,31348
19767,95539
19767,105238
19767,137338
19767,216885
19767,217970
19767,225811
19767,273670
19778,45555
19778,117075
19778,162714
19778,286610
19778,342978
19835,116452
19835,219498
19835,245319
19835,278766
19835,439845
19877,42921
19877,45769
19877,465985
19912,117614
19912,139711
19912,339803
19912,368364
19912,465116
19912,480472
19917,73898
19917,115226
19917,139160
19917,174251
19917,184310
19917,191337
19917,270535
19917,294557
19917,313616
19917,343578
19994,45847
19994,114756
19994,206831
19994,218419
19994,231528
19999,52785
19999,153979
19999,161737
19999,350442
19999,361524
19999,462210
20068,155533
20068,390087
20068,394014
20068,413449
20070,165039
20070,266126
20070,341768
20070,366000
20070,382206
20166,189331
20182,20183
20182,20185
20182,20186
20182,119246
20183,20185
20183,20186
20183,119246
20185,20186
20185,119246
20186,119246
20193,22379
20193,93556
20193,429802
20232,66653
20232,82400
20232,113380
20232,223285
20232,321616
20232,331718
20232,370317
20297,135071
20297,137370
20297,362720
20338,231529
20338,287742
20338,294282
20353,36212
20353,130580
20353,147273
20353,164738
20353,184854
20353,266542
20353,267803
20353,309698
20353,357847
20353,446541
20353,462268
20353,465393
20353,517602
20550,94878
20561,32781
20561,189174
20561,227652
20561,263372
20571,90704
20571,116757
20571,191382
20676,60967
20676,70797
20676,186483
20676,222386
20676,228567
20676,350356
20676,388751
20716,55464
20716,459666
20716,512409
20730,70709
20730,276648
20730,339079
20730,465744
20761,37316
20761,47014
20761,76302
20761,123563
20761,154417
20761,234014
20761,337603
20761,348574
20761,463377
20763,31348
20763,51187
20763,95539
20763,225811
20839,81900
20839,189841
20839,194704
20839,290926
20839,328302
20839,389655
20839,504901
20879,21020
20879,194100
20879,218527
20879,322414
20879,346530
20879,372631
20888,20902
20888,20903
20888,244523
20888,298519
20902,20903
20902,123508
20902,244523
20902,298519
20903,123508
20903,244523
20903,298519
20904,47207
20904,216507
20904,261544
20998,186585
20998,302104
20998,471109
21020,218527
21046,103400
21046,284295
21046,441658
21046,500282
21053,78534
21053,109927
21053,263493
21053,284695
21053,330203
21053,362146
21053,420886
21106,225450
21106,228363
21106,512502
21160,24168
21160,177644
21166,207188
21166,405926
21166,531532
21173,90445
21173,259858
21173,300868
21173,315660
21173,323571
21193,74639
21193,133887
21193,151531
21193,241574
21193,297110
21193,345863
21193,382408
21193,410106
21193,426827
21193,428152
21193,445944
21193,450706
21193,451372
21232,66620
21232,295435
21232,506788
21262,140717
21262,177452
21262,195822
21262,266459
21262,467578
21270,84409
21332,35455
21332,206800
21332,212546
21332,303846
21332,304830
21332,369143
21332,380999
21397,75306
21397,147833
21397,193216
21397,202424
21397,285022
21397,416667
21397,421706
21403,89742
21403,270559
21403,354676
21403,415121
21483,201227
21483,258780
21483,304321
21483,451183
21483,499925
21513,95477
21513,101480
21513,149826
21513,183831
21513,189612
21513,251493
21513,389115
21513,396323
21513,408619
21513,432613
21513,509910
21516,205402
21516,304553
21516,398443
21516,410747
21516,412282
21516,437499
21516,494252
21518,147416
21518,222499
21518,293177
21518,382755
21518,508858
21532,265286
21544,48549
21544,172827
21544,192962
21544,331740
21544,331743
21584,318953
21584,343017
21584,368792
21599,54269
21599,109859
21599,129913
21599,243402
21599,252501
21599,503168
21599,504163
21599,512878
21628,285643
21628,390438
21628,450500
21628,471583
21659,158674
21659,162709
21659,305716
21695,233838
21695,408836
21695,436124
21716,28723
21716,54586
21716,67055
21716,87466
21716,107068
21716,112067
21716,112069
21716,127043
21716,136695
21716,152440
21716,240218
21716,285256
21716,291115
21716,340504
21716,391883
21716,393559
21716,441859
21716,477155
21716,509640
21742,442607
21786,166566
21789,219714
21789,456740
21789,496038
21823,48542
21823,98418
21823,126184
21823,421322
21823,438641
21823,445274
21823,462922
21823,481513
21859,98598
21859,337899
21945,104737
21945,229488
21945,294006
21945,383362
21945,427216
22010,371095
22010,433538
22036,42769
22036,73601
22036,92249
22036,98536
22036,279185
22036,303673
22036,382881
22036,386234
22036,440606
22036,503628
22044,126072
22044,134417
22044,362180
22085,64287
22085,203633
22085,253870
22085,442876
22108,98598
22108,251857
22108,270894
22108,290254
22108,517097
22116,269590
22153,243593
22153,243595
22153,544099
22153,544101
22154,131663
22154,544099
22157,507204
22157,530613
22157,538327
22190,289754
22295,126693
22295,322370
22295,450136
22295,460518
22295,481511
22295,529748
22343,69314
22343,94163
22343,94208
22343,107729
22343,118813
22379,28496
22379,52859
22379,93556
22379,429802
22383,96570
22383,120216
22383,144759
22383,251270
22383,502220
22388,31673
22388,102350
22388,187316
22388,240517
22412,255799
22412,369791
22412,369798
22412,369800
22412,369862
22412,400780
22412,494440
22475,61879
22475,239063
22475,239486
22475,263674
22475,349469
22512,186407
22512,269637
22512,358551
22512,359702
22544,175144
22544,233084
22545,49608
22545,141177
22558,27766
22558,42371
22558,183393
22558,219654
22627,279372
22687,30231
22687,101887
22687,267488
22687,334949
22699,134980
22699,155537
22699,301756
22700,175581
22700,352545
22749,63970
22749,178064
22749,447790
22750,52705
22750,123137
22750,153222
22750,432507
22753,47498
22753,214023
22780,37101
22780,72880
22780,156150
22780,176500
22780,290968
22780,398631
22782,36397
22782,38984
22782,88413
22782,113052
22782,237888
22787,184017
22787,203229
22787,247478
22787,316403
22787,316430
22787,337623
22787,344206
22787,355712
22787,364703
22787,436828
22787,496279
22787,498325
22787,529617
22787,530205
22826,162314
22826,222688
22826,260488
22826,349653
22905,158056
22915,286824
22915,480628
22915,488277
22915,496847
22967,79671
22967,410870
22967,454171
22967,491828
22968,349850
22968,508515
22979,43798
22979,51660
22979,122728
22979,136953
22979,316752
22979,320545
22979,320761
22979,371837
22979,459197
22979,473456
23051,122983
23051,362571
23130,297017
23130,337991
23175,379748
23175,382799
23181,135953
23181,160770
23181,188895
23181,247407
23181,265543
23181,379522
23287,193609
23287,360223
23287,429334
23338,53654
23338,450237
23350,50387
23350,152370
23350,178467
23350,250185
23465,28053
23465,73400
23465,98269
23465,131182
23465,189959
23465,215955
23465,223061
23465,349055
23465,381003
23465,400523
23465,434966
23486,85096
23486,128002
23486,163339
23486,165032
23486,174682
23486,251371
23486,260179
23486,266243
23486,410900
23486,413457
23490,114651
23490,203826
23490,503396
23490,503406
23490,517527
23529,65611
23529,164015
23529,245977
23529,335799
23529,418406
23785,32025
23785,422347
23890,66096
23890,210992
23890,433843
23901,355906
23912,511743
23916,163920
23916,367285
23916,421557
24022,24025
24022,150988
24025,150988
24025,335852
24054,194944
24054,293715
24054,311018
24054,446503
24054,518125
24054,518984
24076,38185
24076,154244
24076,193691
24076,336083
24123,88684
24123,490196
24123,522748
24168,45559
24168,177644
24169,246022
24169,344497
24169,399968
24221,84961
24221,88563
24221,116682
24221,125774
24221,186391
24221,213239
24221,258173
24221,259495
24221,270262
24221,320777
24221,328691
24221,344078
24221,348225
24221,351766
24221,373549
24221,385201
24221,385257
24221,467717
24221,480390
24221,530309
24235,159226
24235,415544
24235,463705
24239,72949
24239,146317
24239,338396
24328,90431
24328,238729
24373,147147
24373,194405
24373,293109
24397,158674
24397,210462
24448,91196
24448,116210
24448,124599
24448,162613
24448,246595
24448,285086
24448,333763
24448,400164
24448,496488
24451,47912
24451,105539
24451,171637
24451,196737
24451,378495
24451,427671
24451,458888
24451,507975
24458,24462
24458,170798
24554,256705
24554,322648
24556,342426
24557,56155
24557,175974
24557,184730
24557,328054
24557,364530
24580,137545
24580,230357
24580,364623
24614,112788
24614,342319
24632,82995
24632,156987
24662,267623
24662,282967
24662,350170
24662,468171
24669,26602
24694,209023
24701,78205
24701,163894
24701,164710
24701,344715
24701,420118
24980,35074
24980,43137
24980,160690
24980,239463
24980,299905
24980,312046
25094,80153
25094,188313
25094,205669
25094,243289
25094,309970
25094,315063
25094,315407
25094,345802
25094,417663
25301,174471
25301,344202
25301,344204
25476,25478
25476,81346
25476,103249
25476,221609
25476,223806
25476,223808
25476,258835
25476,310323
25476,344218
25476,458212
25476,468887
25478,81346
25478,103249
25478,221609
25478,223808
25478,258835
25478,295838
25478,310323
25478,344218
25478,468887
25482,48815
25482,257765
25539,341087
25558,172609
25558,536250
25566,79273
25566,79274
25566,249355
25624,33379
25624,245507
25624,260701
25624,353596
25624,479518
25678,57217
25678,121740
25678,123267
25678,205744
25678,300085
25678,371495
25701,33803
25701,49035
25701,306793
25701,421033
25701,468948
25701,487055
25705,231588
25705,288881
25705,402905
25749,168720
25749,229510
25749,406305
25749,445716
25829,435660
25829,496805
25829,504946
25930,416982
25930,436556
25950,87423
25950,128646
25988,67672
25988,159005
25988,275335
25988,371021
25990,103798
25990,298986
25990,365445
25990,371692
25990,497706
25990,519348
26015,208921
26015,213385
26015,343737
26015,397673
26060,32109
26060,50406
26060,104281
26060,125238
26060,138750
26060,271485
26060,332652
26060,512678
26087,62648
26087,62649
26087,87403
26087,266342
26093,41246
26093,270850
26093,291832
26093,383968
26217,99219
26217,221852
26217,272414
26217,331020
26230,112668
26230,280772
26233,62427
26233,87261
26233,134084
26233,251237
26233,360195
26284,49697
26284,66802
26284,84512
26284,91726
26284,354669
26369,260532
26369,341836
26369,411791
26369,469669
26373,71736
26373,73400
26373,333916
26373,343242
26443,178061
26443,279570
26443,297126
26443,341392
26443,434725
26459,147416
26459,293177
26459,396422
26459,508858
26513,350694
